key,status,value,used_exact,dynamic_risk,builtin_risk,runtime_value_seen,exact_files,runtime_pages,notes
sections.collection_template.title,runtime_value_seen,Collection,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
sections.collection_template.use_fewer_filters_html,used_exact,"Use fewer filters or <a class=""{{ class }}"" href=""{{ link }}"">remove all</a>",True,False,False,False,sections/collection--main.liquid; sections/search--collection-main.liquid,,Exact key path found in source files
sections.collections_standard.aria_label,used_exact,Collections list,True,False,False,False,sections/list-collections--standard.liquid; sections/list-collections--main.liquid,,Exact key path found in source files
sections.collections_standard.empty,used_exact,No collections found,True,False,False,False,sections/list-collections--standard.liquid,,Exact key path found in source files
sections.collections_standard.heading,used_exact,All collections,True,False,False,False,sections/list-collections--standard.liquid; sections/list-collections--main.liquid,,Exact key path found in source files
sections.collections_standard.product_count,used_exact,{{ count }} products,True,False,False,False,sections/list-collections--standard.liquid,,Exact key path found in source files
sections.find_your_cable.select_car_socket,used_exact,Select your car's socket,True,False,False,False,sections/s--find-your-cable.liquid,,Exact key path found in source files
sections.find_your_cable.shop_cables,used_exact,Shop {{ from }} to {{ to }} cables,True,False,False,False,sections/s--find-your-cable.liquid,,Exact key path found in source files
sections.header.all_collection,used_exact,All {{ collection }},True,False,False,False,snippets/header--menu-drawer.liquid,,Exact key path found in source files
sections.header.menu,runtime_value_seen,Menu,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
sections.header.view_all,used_exact,View all,True,False,False,False,snippets/header--menu-drawer.liquid,,Exact key path found in source files
sections.product_feed.collections,runtime_value_seen,Collections,False,False,False,True,,https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
sections.product_feed.filters,runtime_value_seen,Filters,False,False,False,True,,https://voldt.it/collections/all; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
sections.slideshow.pause_slideshow,used_exact,Pause slideshow,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
sections.slideshow.play_slideshow,used_exact,Play slideshow,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
sections.slideshow.slide,runtime_value_seen,Slide,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
templates.404.subtext,runtime_value_seen,404,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
templates.cart.cart,used_exact,Cart,True,False,False,True,sections/header.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
templates.contact.form.comment,used_exact,Message,True,False,False,False,sections/s--contact-form.liquid,,Exact key path found in source files
templates.contact.form.email,runtime_value_seen,Email,False,False,False,True,,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
templates.contact.form.error_heading,used_exact,Please adjust the following:,True,False,False,False,snippets/product--gift-card-recipient-form.liquid,,Exact key path found in source files
templates.contact.form.name,used_exact,Name,True,False,False,True,sections/s--contact-form.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
templates.contact.form.phone,used_exact,Phone number,True,False,False,False,sections/s--contact-form.liquid,,Exact key path found in source files
templates.contact.form.post_success,used_exact,Thanks for contacting us. We'll get back to you as soon as possible.,True,False,False,False,sections/s--contact-form.liquid,,Exact key path found in source files
templates.contact.form.send,used_exact,Submit Message,True,False,False,False,sections/s--contact-form.liquid,,Exact key path found in source files
templates.search.no_results,used_exact,"No products found for ""{{ terms }}""",True,False,False,False,sections/api--search--predictive.liquid; sections/api--blog-search.liquid,,Exact key path found in source files
templates.search.no_results_for_type,used_exact,"No products found for ""{{ terms }}"" in ""{{ type }}""",True,False,False,False,sections/api--search--predictive.liquid,,Exact key path found in source files
templates.search.page,runtime_value_seen,Page,False,False,False,True,,https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
templates.search.search_for,used_exact,"View all products for ""{{ terms }}""",True,False,False,False,snippets/header--predictive-search.liquid; sections/api--search--predictive.liquid,,Exact key path found in source files
templates.search.search_for_type,used_exact,"View all products for ""{{ terms }}"" in ""{{ type }}""",True,False,False,False,snippets/header--predictive-search.liquid; sections/api--search--predictive.liquid,,Exact key path found in source files
